old_name,new_name
"HESPEROS, LLC","HESPEROS, LLC"
"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE"
HDT BIO CORPORATION,HDT BIO CORPORATION
Iowa State University of Science and Technology,Iowa State University of Science and Technology
"SCANOGEN, INC.","SCANOGEN, INC."
"RAMONA OPTICS, INC.","RAMONA OPTICS, INC."
"HALOMINE, INC.","HALOMINE, INC."
"RHAEOS, INC.","RHAEOS, INC."
INTERNATIONAL CTR/DIARRHOEAL DIS RES,INTERNATIONAL Center/DIARRHOEAL DIS RES
LOUISIANA DEPT OF AGRICULTURE/FORESTRY,LOUISIANA DEPT OF AGRICULTURE/FORESTRY
President and Trustees of Bates College,President and Trustees of Bates College
"SIGMOVIR BIOSYSTEMS, INC.","SIGMOVIR BIOSYSTEMS, INC."
"REVBIO, INC.","REVBIO, INC."
"LUNA LABS USA, LLC","LUNA LABS USA, LLC"
WISCONSIN DEPT/AGRI/TRADE/CONSUM/ PROT,WISCONSIN DEPT/AGRI/TRADE/CONSUM/ PROT
KY ST CABINET/HEALTH/FAMILY SERVICES,KY ST CABINET/HEALTH/FAMILY SERVICES
"SINOPIA BIOSCIENCES, INC.","SINOPIA BIOSCIENCES, INC."
Horizon Research Inc,Horizon Research Inc
ALBANY COLLEGE OF PHARMACY,ALBANY COLLEGE OF PHARMACY
KWAZULU-NATAL RESEARCH INSTITUTE TB-HIV,KWAZULU-NATAL RESEARCH INSTITUTE TB-HIV
"ORALIVA, INC.","ORALIVA, INC."
"OPTIMEOS LIFE SCIENCES, INC.","OPTIMEOS LIFE SCIENCES, INC."
AQUALUNG THERAPEUTICS CORP.,AQUALUNG THERAPEUTICS Corporation.
Henry Administration Building,Henry Administration Building
CSU Fullerton Auxiliary Services Corporation,CSU Fullerton Auxiliary Services Corporation
"RHO FEDERAL SYSTEMS DIVISION, INC.","RHO FEDERAL SYSTEMS DIVISION, INC."
Hawaii Institute of Marine Biology,Hawaii Institute of Marine Biology
"Harvard University, Mathematics Department",Harvard University
LOUISIANA STATE OFFICE OF PUBLIC HEALTH,LOUISIANA STATE OFFICE OF PUBLIC HEALTH
"ACCESS SENSOR TECHNOLOGIES, LLC","ACCESS SENSOR TECHNOLOGIES, LLC"
"INLIGHTA BIOSCIENCES, LLC","INLIGHTA BIOSCIENCES, LLC"
REVEL PHARMACEUTICALS INC.,REVEL PHARMACEUTICALS INC.
Harvard University Medical School,Harvard University
Atmospheric & Space Tech Research Associates,Atmospheric & Space Tech Research Associates
"BIOLOGICAL MIMETICS, INC.","BIOLOGICAL MIMETICS, INC."
Mitre Corporation Virginia,Mitre Corporation Virginia
"The Regents of the University of California, Santa Barbara","The Regents of the University of California, Santa Barbara"
"RIVANNA MEDICAL, INC.","RIVANNA MEDICAL, INC."
"OUI THERAPEUTICS, INC","OUI THERAPEUTICS, INC"
CUNY York College,CUNY York College
University of Puerto Rico at Humacao,University of Puerto Rico
OSU CENTER FOR HEALTH SCIENCES,OSU CENTER FOR
Carnegie Mellon University School of Computer Science Institute,Carnegie Mellon University School of Computer Science Institute
RUSH RIVER RESEARCH CORPORATION,RUSH RIVER RESEARCH CORPORATION
"BEDROCK THERAPEUTICS, INC.","BEDROCK THERAPEUTICS, INC."
BATTELLE CENTERS/PUB HLTH RES & EVALUATN,BATTELLE CENTERS/PUB HLTH RES & EVALUATN
"MYOGENE BIO, LLC","MYOGENE BIO, LLC"
The Board of Regents of the University of Wisconsin System,The Board of Regents of the University of Wisconsin System
"LUCERNA, INC.","LUCERNA, INC."
"NANOHMICS, INC.","NANOHMICS, INC."
"AIMMAX THERAPEUTICS, INC.","AIMMAX THERAPEUTICS, INC."
MYOSIN THERAPEUTICS INC.,MYOSIN THERAPEUTICS INC.
"IMMPORT THERAPEUTICS, INC.","IMMPORT THERAPEUTICS, INC."
XGENOMES CORP.,XGENOMES Corporation.
"ACEPRE, LLC","ACEPRE, LLC"
The Citadel,The Citadel
"LYNNTECH, INC.","LYNNTECH, INC."
Temple University - Of The Commonwealth System of Higher Edu,Temple University
The Curators of the University of Missouri-Columbia,The Curators of the University of Missouri-Columbia
"PHOENIX NEST, INC.","PHOENIX NEST, INC."
"OLIGOMERIX, INC","OLIGOMERIX, INC"
NEW JERSEY STATE DEPT/HEALTH/SENIOR SRVS,NEW JERSEY STATE DEPT/HEALTH/SENIOR SRVS
"CHEMIA BIOSCIENCES, INC.","CHEMIA BIOSCIENCES, INC."
"CHARLES RIVER LABORATORIES INTNTL, INC.","CHARLES RIVER LABORATORIES INTNTL, INC."
University of Connecticut Health Center,University of Connecticut Health Center
"UNANDUP, LLC","UNANDUP, LLC"
BRIGHTOUTCOME INC.,BRIGHTOUTCOME INC.
New York University Medical Center,New York University
LINK BIOSYSTEMS INC.,LINK BIOSYSTEMS INC.
ALASKA STATE DEPT/ENVIRONMTL CONSERVATN,ALASKA STATE DEPT/ENVIRONMTL CONSERVATN
"NYSDOH/HEALTH RESEARCH, INC.","NYSDOH/HEALTH RESEARCH, INC."
NY STATE DEPT OF AGRICULTURE/ MARKETS,NY STATE DEPT OF AGRICULTURE/ MARKETS
"CAST, Inc.","CAST, Inc."
The Trustees of the University of Pennsylvania,The Trustees of the University of Pennsylvania
UNIVERSITY OF PUERTO RICO MAYAGUEZ,UNIVERSITY OF PUERTO RICO MAYAGUEZ
3-C INSTITUTE FOR SOCIAL DEVELOPMENT,3-C INSTITUTE FOR SOCIAL DEVELOPMENT
"University at Buffalo, SUNY","University at Buffalo, SUNY"
NEWHAPTICS CORP.,NEWHAPTICS Corporation.
Pennsylvania State Univ Harrisburg,Pennsylvania State University Harrisburg
"ALBANY MOLECULAR RESEARCH, INC.","ALBANY MOLECULAR RESEARCH, INC."
"US Ignite, Inc.","US Ignite, Inc."
Kentucky Science & Technology Corporation,Kentucky Science & Technology Corporation
"LEBRUN LABS, LLC","LEBRUN LABS, LLC"
"PSYCHOGENICS, INC.","PSYCHOGENICS, INC."
UCLA Physics and Astronomy,UCLA Physics and Astronomy
"ZYLO THERAPEUTICS, INC.","ZYLO THERAPEUTICS, INC."
BOTSWANA-HARVARD AIDS INSTITUTE,Harvard University
"NEMOURS CHILDREN'S HOSPITAL, ORLANDO","NEMOURS CHILDREN'S HOSPITAL, ORLANDO"
"INSOMA BIO, INC.","INSOMA BIO, INC."
University of Minnesota Twin Cities,University of Minnesota
COLORADO STATE DEPT/PUB HLTH & ENVIRONMT,COLORADO STATE DEPT/PUB HLTH & ENVIRONMT
Harvard University Herbaria,Harvard University
"RENERVA, LLC","RENERVA, LLC"
"University of Louisville Research Foundation, Inc.","University of Louisville Research Foundation, Inc."
"LITTLE ROOM INNOVATIONS, LLC","LITTLE ROOM INNOVATIONS, LLC"
NATIONAL PARTNERSHIP/ENVIRONMNTL/TECH/ED,NATIONAL PARTNERSHIP/ENVIRONMNTL/TECH/ED
RBHS -CANCER INSTITUTE OF NEW JERSEY,RBHS -CANCER INSTITUTE OF NEW JERSEY
Institute for Astronomy,Institute for Astronomy
"RAFT PHARMACEUTICALS, LLC","RAFT PHARMACEUTICALS, LLC"
U.S. NATIONAL INST DIABETES/DIGST/KIDNEY,U.S. NATIONAL Institute DIABETES/DIGST/KIDNEY
U.S. NATIONAL INST/CHILD HLTH/HUMAN DEV,U.S. NATIONAL Institute/CHILD HLTH/HUMAN DEV
"CLEAR SCIENTIFIC, LLC","CLEAR SCIENTIFIC, LLC"
"AMELIA TECHNOLOGIES, LLC","AMELIA TECHNOLOGIES, LLC"
"UBIQUITX, INC.","UBIQUITX, INC."
UC Berkeley,University of California
"LITRON LABORATORIES, LTD.","LITRON LABORATORIES, LTD."
QUIVER BIOSCIENCE INC.,QUIVER BIOSCIENCE INC.
JILLION THERAPEUTICS INC.,JILLION THERAPEUTICS INC.
"NDRI-USA, INC.","NDRI-USA, INC."
"TRACE-ABILITY, INC.","TRACE-ABILITY, INC."
California Association for Research in Astronomy,California Association for Research in Astronomy
SANFORD RESEARCH NORTH,SANFORD RESEARCH NORTH
"HABITAWARE, INC.","HABITAWARE, INC."
SPARK BIOMEDICAL INC,SPARK BIOMEDICAL INC
"SPATIAL GENOMICS, INC.","SPATIAL GENOMICS, INC."
Applied Physics Laboratory,Applied Physics Laboratory
"SALUS DISCOVERY, LLC","SALUS DISCOVERY, LLC"
"PANORAMA RESEARCH, INC.","PANORAMA RESEARCH, INC."
ADEPTRIX CORPORATION,ADEPTRIX CORPORATION
FISHING PARTNERSHIP HEALTH PLAN,FISHING PARTNERSHIP HEALTH PLAN
"GIGAMUNE, INC.","GIGAMUNE, INC."
"SIMULATIONS PLUS, INC.","SIMULATIONS PLUS, INC."
"HEMEX HEALTH, INC.","HEMEX HEALTH, INC."
"ARONORA, INC.","ARONORA, INC."
"ELDEC PHARMACEUTICALS, INC.","ELDEC PHARMACEUTICALS, INC."
MILLION MARKER WELLNESS INC.,MILLION MARKER WELLNESS INC.
"HAWAII BIOTECH, INC.","HAWAII BIOTECH, INC."
ST. LOUIS COLLEGE OF PHARMACY,ST. LOUIS COLLEGE OF PHARMACY
"SPARIAN BIOSCIENCES, INC.","SPARIAN BIOSCIENCES, INC."
"MICROBRIGHTFIELD, LLC","MICROBRIGHTFIELD, LLC"
"FESARIUSTHERAPEUTICS, INC.","FESARIUSTHERAPEUTICS, INC."
FAMU-FSU College of Engineering,FAMU-FSU College of Engineering
"MAGNETIC TIDES, INC.","MAGNETIC TIDES, INC."
"AUTONOMOUS THERAPEUTICS, INC.","AUTONOMOUS THERAPEUTICS, INC."
PARTNERSHIP TO END ADDICTION,PARTNERSHIP TO END ADDICTION
Emmanuel College,Emmanuel College
"MEDOSOME BIOTEC, LLC","MEDOSOME BIOTEC, LLC"
"ASCENT BIO-NANO TECHNOLOGIES, INC.","ASCENT BIO-NANO TECHNOLOGIES, INC."
SUNY Stony Brook,SUNY Stony Brook
"SHIP OF THESEUS, LLC","SHIP OF THESEUS, LLC"
"SHASQI, INC.","SHASQI, INC."
SUNY College at Old Westbury,SUNY College
"MESO SCALE DIAGNOSTICS, LLC","MESO SCALE DIAGNOSTICS, LLC"
"DOTY SCIENTIFIC, INC.","DOTY SCIENTIFIC, INC."
EXPANSE BIO LLC,EXPANSE BIO LLC
FOUNDATION FOR THE NIH,FOUNDATION FOR THE NIH
VA ST DEPT/ AGRICULTURE & CONSUMER SRVS,VA ST DEPT/ AGRICULTURE & CONSUMER SRVS
MINNESOTA STATE DEPT OF HEALTH,MINNESOTA STATE DEPT OF HEALTH
GENETOBE INC.,GENETOBE INC.
HUMAN CELL CO,HUMAN CELL CO
"PAI LIFE SCIENCES, INC.","PAI LIFE SCIENCES, INC."
"VALA SCIENCES, INC.","VALA SCIENCES, INC."
"FUNCTION THERAPEUTICS, INC.","FUNCTION THERAPEUTICS, INC."
POSIT SCIENCE CORPORATION,POSIT SCIENCE CORPORATION
FRIENDI.FI CORPORATION,FRIENDI.FI CORPORATION
"DOSEOPTICS, LLC","DOSEOPTICS, LLC"
"CND LIFE SCIENCES, INC.","CND LIFE SCIENCES, INC."
UCLA,UCLA
LDEO of Columbia University,LDEO of Columbia University
"QUENCH MEDICAL, INC.","QUENCH MEDICAL, INC."
UCLA Computer Science Dept.,UCLA Computer Science Dept.
"FAKNOSTICS, LLC","FAKNOSTICS, LLC"
"UCLA Earth, Planetary, and Space Sciences","UCLA Earth, Planetary, and Space Sciences"
"LAMPROGEN, INC.","LAMPROGEN, INC."
"FANNIN PARTNERS, LLC","FANNIN PARTNERS, LLC"
"CMTX BIOTECH, INC.","CMTX BIOTECH, INC."
CHIMERNA THERAPEUTICS INC.,CHIMERNA THERAPEUTICS INC.
"MEDIA REZ, LLC","MEDIA REZ, LLC"
"PHAGEPRO, INC.","PHAGEPRO, INC."
"GODX, INC.","GODX, INC."
UCLA Samueli School of Engineering,UCLA Samueli School of Engineering
"PHASE GENOMICS, INC.","PHASE GENOMICS, INC."
"O2M TECHNOLOGIES, LLC","O2M TECHNOLOGIES, LLC"
UC Santa Cruz,UC Santa Cruz
"SOCIAL AND SCIENTIFIC SYSTEMS,  INC.","SOCIAL AND SCIENTIFIC SYSTEMS, INC."
SEQUITUR HEALTH CORP.,SEQUITUR HEALTH Corporation.
Inter-American Institute for Global Change Research,Inter-American Institute for Global Change Research
"EXQOR TECHNOLOGIES, INC.","EXQOR TECHNOLOGIES, INC."
"RADIATION MONITORING DEVICES, INC.","RADIATION MONITORING DEVICES, INC."
UT Austin,UT Austin
USC-Information Sciences Institute,USC-Information Sciences Institute
Tufts CEEO,Tufts CEEO
"LECTENZ BIO, INC.","LECTENZ BIO, INC."
"STRESS THERAPEUTICS, INC.","STRESS THERAPEUTICS, INC."
STRATTON VETERANS ADMIN MEDICAL CENTER,STRATTON VETERANS ADMIN
"GATEWAY BIO, INC.","GATEWAY BIO, INC."
U.S. NATIONAL INST/NEURO/DS/STROKE,U.S. NATIONAL Institute/NEURO/DS/STROKE
NORTH AMERICAN ASSN/CENTRAL CANCER REG,NORTH AMERICAN ASSN/CENTRAL CANCER REG
NORTHWEST PREVENTION SCIENCE INC,NORTHWEST PREVENTION SCIENCE INC
"STINGINN, LLC","STINGINN, LLC"
"CISTERNA BIOLOGICS, INC.","CISTERNA BIOLOGICS, INC."
"SIGNABLOK, INC.","SIGNABLOK, INC."
"QOOLABS, INC.","QOOLABS, INC."
"PRIVO TECHNOLOGIES, LLC","PRIVO TECHNOLOGIES, LLC"
"FZATA, INC.","FZATA, INC."
Nantucket Maria Mitchell Association,Nantucket Maria Mitchell Association
FLANDERS INTERUNIV INST BIOTECHNOLOGY,FLANDERS INTERUNIV Institute BIOTECHNOLOGY
"NEUROLUX, INC.","NEUROLUX, INC."
UNIVERSITY OF THE VIRGIN ISLANDS,UNIVERSITY OF THE VIRGIN ISLANDS
"SPIKEGADGETS, LLC","SPIKEGADGETS, LLC"
KINETIC RIVER CORPORATION,KINETIC RIVER CORPORATION
"NRG ONCOLOGY FOUNDATION, INC.","NRG ONCOLOGY FOUNDATION, INC."
"FLEX ORTHOPAEDICS, INC.","FLEX ORTHOPAEDICS, INC."
"CCS ASSOCIATES, INC.","CCS ASSOCIATES, INC."
SPIKE NEURO LLC,SPIKE NEURO LLC
FLINT REHABILITATION DEVICES,FLINT REHABILITATION DEVICES
Phoenix Bioinformatics Corporation,Phoenix Bioinformatics Corporation
"LIFEGENE-BIOMARKS, INC.","LIFEGENE-BIOMARKS, INC."
"SIOLTA THERAPEUTICS, INC.","SIOLTA THERAPEUTICS, INC."
UNIVERSITY OF PUERTO RICO AT AGUADILLA,UNIVERSITY OF PUERTO RICO
"KSANA HEALTH, INC.","KSANA HEALTH, INC."
"FLUOROFINDER, LLC","FLUOROFINDER, LLC"
Pennsylvania College of Technology,Pennsylvania College of Technology
SPOC PROTEOMICS INC.,SPOC PROTEOMICS INC.
"QRONO, INC","QRONO, INC"
NH STATE DEPT/HLTH STATISTICS/DATA MGMT,NH STATE DEPT/HLTH STATISTICS/DATA MGMT
"CERIA THERAPEUTICS, INC.","CERIA THERAPEUTICS, INC."
SOSTOS LLC,SOSTOS LLC
"STARLIGHT CARDIOVASCULAR, INC.","STARLIGHT CARDIOVASCULAR, INC."
"SILICON KIDNEY, LLC","SILICON KIDNEY, LLC"
Pace University New York Campus,Pace University New York Campus
"GENERAL NUTRACEUTICAL TECHNOLOGY, LLC","GENERAL NUTRACEUTICAL TECHNOLOGY, LLC"
"KASA BIO, L.L.C.","KASA BIO, L.L.C."
UNC Charlotte,UNC Charlotte
GLOBAL FOOD PROTECTION INSTITUTE D/B/A INTERNATIONAL FOOD PROTECTION TRAINING INSTITUTE,GLOBAL FOOD PROTECTION INSTITUTE D/B/A INTERNATIONAL FOOD PROTECTION TRAINING INSTITUTE
CENTRE HOSPITALIER DE L'UNIVERSITE DE MONTREAL (UNIVERSITY OF MONTREAL HOSPITAL),CENTRE HOSPITALIER DE L'UNIVERSITE DE MONTREAL (UNIVERSITY OF MONTREAL HOSPITAL)
"NOSTOPHARMA, LLC","NOSTOPHARMA, LLC"
KECK GRADUATE INST OF APPLIED LIFE SCIS,KECK GRADUATE Institute OF APPLIED LIFE SCIS
"NEOVAXSYN, INC.","NEOVAXSYN, INC."
UTAH DEPARTMENT OF AGRICULTURE/FOOD,UTAH DEPARTMENT OF AGRICULTURE/FOOD
CAPTIS DIAGNOSTICS,CAPTIS DIAGNOSTICS
"NAVEGA THERAPEUTICS, INC.","NAVEGA THERAPEUTICS, INC."
"NOVOMEDIX, INC.","NOVOMEDIX, INC."
MIT,MIT
"PREVENTION STRATEGIES, LLC","PREVENTION STRATEGIES, LLC"
"IVEENA DELIVERY SYSTEMS, INC.","IVEENA DELIVERY SYSTEMS, INC."
"IHP THERAPEUTICS, INC.","IHP THERAPEUTICS, INC."
"DOXY.ME, LLC","DOXY.ME, LLC"
SAFEBVM CORP.,SAFEBVM Corporation.
ILLINOIS STATE DEPT OF PUBLIC HEALTH,ILLINOIS STATE DEPT OF PUBLIC HEALTH
MU-JHU CARE,MU-JHU CARE
"ILLUMINANT SURGICAL, INC.","ILLUMINANT SURGICAL, INC."
DROPLETPHARM INC.,DROPLETPHARM INC.
"DUPAGE MEDICAL TECHNOLOGY, INC.","DUPAGE MEDICAL TECHNOLOGY, INC."
"MYOLEX, INC.","MYOLEX, INC."
"PRECISION BIOSERVICES, INC.","PRECISION BIOSERVICES, INC."
"California State University, East Bay Foundation Inc","California State University, East Bay Foundation Inc"
"DYNPORT VACCINE COMPANY, LLC","DYNPORT VACCINE COMPANY, LLC"
"TERC, Inc.","TERC, Inc."
"PRENOSIS, INC.","PRENOSIS, INC."
IMPACT ALLIES INC,IMPACT ALLIES INC
"TEGA THERAPEUTICS, INC.","TEGA THERAPEUTICS, INC."
Lamont Doherty Earth Observatory of Columbia University,Lamont Doherty Earth Observatory of Columbia University
"TDA RESEARCH, INC.","TDA RESEARCH, INC."
CYTEX THERAPEUTICS INC.,CYTEX THERAPEUTICS INC.
IMPLENOMICS LLCS,IMPLENOMICS LLCS
"TANGO BIOSCIENCES, INC.","TANGO BIOSCIENCES, INC."
CURZA INC,CURZA INC
Chatham College,Chatham College
"MOUNTAINPASS TECHNOLOGY, LLC","MOUNTAINPASS TECHNOLOGY, LLC"
CUNY GRADUATE SCH AND UNIV CTR,CUNY GRADUATE School AND University Center
MORNINGSIDE UNIVERSITY,MORNINGSIDE UNIVERSITY
TMLIVERPOOL SCHOOL OF TROPICAL MEDICINE,TMLIVERPOOL SCHOOL OF TROPICAL MEDICINE
Riverside Community College District/Riverside City College,Riverside Community College District/Riverside City College
Harvard Graduate School of Education,Harvard University
"Harvard University, Department of Mathematics",Harvard University
TRESTLE OPTICS LLC,TRESTLE OPTICS LLC
Columbia University Lamont-Doherty Earth Observatory,Columbia University Lamont-Doherty Earth Observatory
"DIGNIFY THERAPEUTICS, LLC","DIGNIFY THERAPEUTICS, LLC"
Regents of the University of Minnesota-Twin Cities,University of Minnesota-Twin Cities
"LYSSN.IO, INC.","LYSSN.IO, INC."
Higher Education Policy Commission,Higher Education Policy Commission
"DIMAGI, INC.","DIMAGI, INC."
"MOLECULAR TARGETING TECHNOLOGIES, INC.","MOLECULAR TARGETING TECHNOLOGIES, INC."
"LUNA BIOSCIENCE, INC.","LUNA BIOSCIENCE, INC."
Lamont Doherty Earth Observatory at Columbia University,Lamont Doherty Earth Observatory
"MOLECULAR THERANOSTICS, LLC","MOLECULAR THERANOSTICS, LLC"
Humboldt State University Sponsored Programs Foundation,Humboldt State University Sponsored Programs Foundation
CodeVA,CodeVA
IAS,IAS
"SAAVSUS, INC.","SAAVSUS, INC."
"RYTEK MEDICAL, INC.","RYTEK MEDICAL, INC."
"LUMINARY THERAPEUTICS, INC.","LUMINARY THERAPEUTICS, INC."
"RIDGELINE THERAPEUTICS, LLC","RIDGELINE THERAPEUTICS, LLC"
"INFINITE BIOMEDICAL TECHNOLOGIES, LLC","INFINITE BIOMEDICAL TECHNOLOGIES, LLC"
NATIONAL RESEARCH COUNCIL OF ARGENTINA,NATIONAL RESEARCH COUNCIL OF ARGENTINA
"INSILICOM, LLC","INSILICOM, LLC"
"NAPROGENIX, INC","NAPROGENIX, INC"
NAT'L ASSN/STATE/DEPTS/AGRICULTU/RES/FDN,NAT'L ASSN/STATE/DEPTS/AGRICULTU/RES/FDN
MALCOVA INC,MALCOVA INC
"INSTANOSIS, INC.","INSTANOSIS, INC."
"RESTOREAR DEVICES, LLC","RESTOREAR DEVICES, LLC"
INSTITUTE FOR BASIC RES IN DEV DISABIL,INSTITUTE FOR BASIC RES IN DEV DISABIL
INTEGRATED MEDICAL SENSORS,INTEGRATED MEDICAL SENSORS
INTERNATIONAL ASSOCIATION FIRE FIGHTERS,INTERNATIONAL ASSOCIATION FIRE FIGHTERS
"SENSEION THERAPEUTICS, INC.","SENSEION THERAPEUTICS, INC."
"EVON MEDICS, LLC","EVON MEDICS, LLC"
"TISSUE TESTING TECHNOLOGIES, LLC","TISSUE TESTING TECHNOLOGIES, LLC"
"COLLEGE OF MEDICINE, UNIVERSITY OF LAGOS","COLLEGE OF MEDICINE, UNIVERSITY OF LAGOS"
"EVOQ THERAPEUTICS, INC.","EVOQ THERAPEUTICS, INC."
"IOTAMOTION, INC.","IOTAMOTION, INC."
"COLLEGE OF HEALTH SCIENCES, UNIVERSITY OF GHANA",COLLEGE OF
"PDX PHARMACEUTICALS, INC.","PDX PHARMACEUTICALS, INC."
"REJUVENATION TECHNOLOGIES, INC.","REJUVENATION TECHNOLOGIES, INC."
COLLEGE AT OSWEGO,COLLEGE
"IRIS MEDIA, INC.","IRIS MEDIA, INC."
"EXHALIX, LLC","EXHALIX, LLC"
SUNY College at Potsdam,SUNY College
"SYNAPTICURE, INC.","SYNAPTICURE, INC."
"INSILICA, LLC","INSILICA, LLC"
The Methodist Hospital Research Institute,The Methodist Hospital Research Institute
"CORTECHS LABS, INC.","CORTECHS LABS, INC."
The New School,The New School
The Quilt,The Quilt
"EMOCHA MOBILE HEALTH, INC.","EMOCHA MOBILE HEALTH, INC."
San Jacinto College District,San Jacinto College District
"PROTHERA BIOLOGICS, LLC","PROTHERA BIOLOGICS, LLC"
"CROSSLIFE TECHNOLOGIES, INC.","CROSSLIFE TECHNOLOGIES, INC."
"INNOTECH PRECISION MEDICINE, INC","INNOTECH PRECISION MEDICINE, INC"
"SCITOVATION, LLC","SCITOVATION, LLC"
"The Regents of the University of California, Irvine","The Regents of the University of California, Irvine"
"ENYX THERAPEUTICS, LLC","ENYX THERAPEUTICS, LLC"
"SYNTR HEALTH TECHNOLOGIES, LLC","SYNTR HEALTH TECHNOLOGIES, LLC"
"OPALGENIX, INC.","OPALGENIX, INC."
"CREARE, LLC","CREARE, LLC"
REVEAL PHARMA,REVEAL PHARMA
PARTILLION BIOSCIENCE CORPORATION,PARTILLION BIOSCIENCE CORPORATION
H. Lee Moffitt Cancer Center and Research Institute Hospital Inc,H. Lee Moffitt Cancer Center and Research Institute Hospital Inc
The Regents of the University of California-Santa Cruz,The Regents of the University of California-Santa Cruz
"N8 MEDICAL, INC.","N8 MEDICAL, INC."
The Regents of the University of Michigan,The Regents of the University of Michigan
"SEE YOURSELF HEALTH, LLC","SEE YOURSELF HEALTH, LLC"
"NANOSCOPE TECHNOLOGIES, LLC","NANOSCOPE TECHNOLOGIES, LLC"
PROTEOGENOMICS RESEARCH INSTIT/SYS/ MED,PROTEOGENOMICS RESEARCH INSTIT/SYS/ Medical
SUNY College at New Paltz,SUNY College
"BEAVER HEALTH, INC.","BEAVER HEALTH, INC."
"ACCELEVIR DIAGNOSTICS, LLC","ACCELEVIR DIAGNOSTICS, LLC"
"AXLE INFORMATICS, LLC","AXLE INFORMATICS, LLC"
"VAXNEWMO, LLC","VAXNEWMO, LLC"
Westminster College of Salt Lake City,Westminster College of Salt Lake City
WEST VIRGINIA STATE DEPT HLTH/HUMAN RSCS,WEST VIRGINIA STATE DEPT HLTH/HUMAN RSCS
Westfield State College,Westfield State College
"BioQUEST Curriculum Consortium, Inc","BioQUEST Curriculum Consortium, Inc"
American Mathematical Association of Two-Year College,American Mathematical Association of Two-Year College
Augustana University Association,Augustana University Association
VERSAPEUTICS INC,VERSAPEUTICS INC
"AXONIS THERAPEUTICS, INC.","AXONIS THERAPEUTICS, INC."
ACTIOX LLC,ACTIOX LLC
"XYLYX BIO, INC.","XYLYX BIO, INC."
"ASPERO MEDICAL, INC.","ASPERO MEDICAL, INC."
"BIOSTRATEGIES, LC","BIOSTRATEGIES, LC"
BERNARD M. BARUCH COLLEGE,BERNARD M. BARUCH COLLEGE
"AMBERGEN, INC","AMBERGEN, INC"
WILLS EYE HEALTH SYSTEM,WILLS EYE HEALTH SYSTEM
"VIROGENOMICS BIODEVELOPMENT, INC.","VIROGENOMICS BIODEVELOPMENT, INC."
"ALIDA BIOSCIENCES, INC.","ALIDA BIOSCIENCES, INC."
"XCELLASSAY, INC.","XCELLASSAY, INC."
"AAVOGEN, INC.","AAVOGEN, INC."
ALLUCENT GOVERNMENT SERVICES (US) LLC,ALLUCENT GOVERNMENT SERVICES (US) LLC
"VITAKEY, INC.","VITAKEY, INC."
University of Kansas Center for Research,University of Kansas Center for Research
"AVENTUSOFT, LLC","AVENTUSOFT, LLC"
"VECTECH, LLC","VECTECH, LLC"
"ARCASCOPE, INC","ARCASCOPE, INC"
University of Puerto Rico at Bayamon,University of Puerto Rico
"BLOOD CELL TECHNOLOGIES, LLC","BLOOD CELL TECHNOLOGIES, LLC"
"ARISAN THERAPEUTICS, INC.","ARISAN THERAPEUTICS, INC."
BLACKROCK MICROSYSTEMS,BLACKROCK MICROSYSTEMS
"ASTER LABS, INC.","ASTER LABS, INC."
"BIOCIRCUIT TECHNOLOGIES, INC.","BIOCIRCUIT TECHNOLOGIES, INC."
"ADVANCED IMAGING RESEARCH, INC.","ADVANCED IMAGING RESEARCH, INC."
